ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,tags,notes
2022-03-15T20:59:59-06:00,"Monday, Mar 14, 2022","Tuesday, Mar 15, 2022",2022-03-14 23:00:00,2022-03-15 07:10:00,08:40:00,00:54:00,00:00:00,2,07:46:00,08:17:08,89.0,90.9,06:25:49,06:29:46,02:35:43,02:33:20,55.4,59.1,67.5,70.1,55.0,57.9,,,36,33,,,,,,,,
2022-03-16T20:59:59-06:00,"Tuesday, Mar 15, 2022","Wednesday, Mar 16, 2022",2022-03-15 21:24:00,2022-03-16 07:06:00,09:42:00,01:05:00,00:00:00,1,08:37:00,08:17:17,88.8,89.8,07:02:21,06:39:16,03:08:00,02:47:11,56.0,58.5,66.4,69.9,59.0,58.0,,,35,32,,,,,,,,
2022-03-17T20:59:59-06:00,"Wednesday, Mar 16, 2022","Thursday, Mar 17, 2022",2022-03-16 21:20:00,2022-03-17 06:53:00,09:33:00,01:33:00,00:00:00,1,08:00:00,08:09:25,83.8,88.9,05:45:30,06:31:29,02:00:00,02:43:06,58.5,58.5,72.2,70.1,56.0,57.6,,,33,32,,,,,,,,
2022-03-18T20:59:59-06:00,"Thursday, Mar 17, 2022","Friday, Mar 18, 2022",2022-03-17 23:30:00,2022-03-18 07:06:00,07:36:00,00:28:00,00:00:00,1,07:08:00,07:57:42,93.9,89.5,05:47:05,06:23:06,02:38:31,02:39:15,62.7,59.1,75.3,69.9,58.0,57.7,,,29,33,,,,,,,,
2022-03-19T20:59:59-06:00,"Friday, Mar 18, 2022","Saturday, Mar 19, 2022",2022-03-18 22:44:00,2022-03-19 07:53:00,09:09:00,00:38:00,00:00:00,1,08:31:00,07:59:34,93.1,90.1,07:20:52,06:28:32,03:52:16,02:52:18,61.4,58.4,72.3,69.9,57.0,56.4,,,36,35,,,,,,,,
2022-03-20T20:59:59-06:00,"Saturday, Mar 19, 2022","Sunday, Mar 20, 2022",2022-03-19 23:30:00,2022-03-20 08:00:00,09:01:00,00:56:00,00:00:00,2,08:05:00,07:57:08,89.0,88.6,06:10:30,06:19:13,01:00:32,02:26:20,66.0,59.8,71.3,70.2,59.0,56.7,,,30,33,,,,,,,,
2022-03-21T20:59:59-06:00,"Sunday, Mar 20, 2022","Monday, Mar 21, 2022",2022-03-20 22:11:00,2022-03-21 06:34:00,08:23:00,00:00:00,00:00:00,1,08:23:00,08:04:17,100.0,91.1,07:00:23,06:30:21,03:02:55,02:36:51,58.3,59.7,67.3,70.3,55.0,57.0,,,22,32,,,,,,,,
2022-03-22T20:59:59-06:00,"Monday, Mar 21, 2022","Tuesday, Mar 22, 2022",2022-03-21 21:30:00,2022-03-22 07:01:00,09:31:00,01:17:00,00:00:00,1,08:14:00,08:08:17,86.5,90.7,06:57:44,06:34:55,04:22:26,02:52:05,55.5,59.8,68.6,70.5,54.0,56.9,,,38,32,,,,,,,,
2022-03-23T20:59:59-06:00,"Tuesday, Mar 22, 2022","Wednesday, Mar 23, 2022",2022-03-22 21:45:00,2022-03-23 06:28:00,08:43:00,01:14:00,00:00:00,1,07:29:00,07:58:34,85.9,90.3,05:31:20,06:21:55,01:59:44,02:42:20,56.5,59.8,66.8,70.5,55.0,56.3,,,24,30,,,,,,,,
2022-03-24T20:59:59-06:00,"Wednesday, Mar 23, 2022","Thursday, Mar 24, 2022",2022-03-23 22:45:00,2022-03-24 06:36:00,08:05:59,00:48:00,00:00:00,2,07:17:59,07:52:34,89.8,91.2,05:57:12,06:23:35,02:21:00,02:45:20,54.6,59.3,69.3,70.1,55.0,56.1,,,42,32,,,,,,,,
2022-03-25T20:59:59-06:00,"Thursday, Mar 24, 2022","Friday, Mar 25, 2022",2022-03-24 22:45:00,2022-03-25 06:27:00,08:26:00,01:02:00,00:00:00,2,07:24:00,07:54:51,86.6,90.1,05:10:33,06:18:22,02:18:28,02:42:28,59.9,58.9,71.4,69.6,59.0,56.3,,,34,32,,,,,,,,
2022-03-26T20:59:59-06:00,"Friday, Mar 25, 2022","Saturday, Mar 26, 2022",2022-03-25 22:45:00,2022-03-26 07:58:00,09:13:00,03:21:00,00:00:00,1,05:52:00,07:32:08,63.7,85.9,04:57:38,05:57:54,01:31:50,02:22:25,62.4,59.0,70.0,69.2,57.0,56.3,,,36,32,,,,,,,,
2022-03-27T20:59:59-06:00,"Saturday, Mar 26, 2022","Sunday, Mar 27, 2022",2022-03-27 03:06:00,2022-03-27 07:45:00,04:39:00,00:15:00,00:00:00,1,04:24:00,07:00:34,94.6,86.7,03:26:18,05:34:27,,,69.0,59.5,77.9,70.2,75.0,58.6,,,26,32,,,,,,,,
2022-03-28T20:59:59-06:00,"Sunday, Mar 27, 2022","Monday, Mar 28, 2022",2022-03-27 21:24:00,2022-03-28 07:01:00,09:37:00,00:47:00,00:00:00,1,08:50:00,07:04:25,91.9,85.6,07:33:50,05:39:14,03:53:49,02:47:10,60.6,59.8,70.2,70.6,57.0,58.9,35,39,35,34,,,,,,,,
2022-03-29T20:59:59-06:00,"Monday, Mar 28, 2022","Tuesday, Mar 29, 2022",2022-03-28 22:18:00,2022-03-29 07:02:00,08:44:00,00:55:00,00:00:00,1,07:49:00,07:00:51,89.5,86.0,06:00:08,05:31:00,01:45:54,02:36:10,61.6,60.7,70.4,70.9,56.0,59.1,63,44,31,33,,,,,,,,
2022-03-30T20:59:59-06:00,"Tuesday, Mar 29, 2022","Wednesday, Mar 30, 2022",2022-03-29 22:30:00,2022-03-30 07:00:00,08:30:00,00:52:00,00:00:00,1,07:38:00,07:02:08,89.8,86.5,05:57:30,05:34:44,03:03:12,02:24:51,54.7,60.4,66.4,70.8,53.0,58.9,54,45,39,35,,,,,,,,
2022-03-31T20:59:59-06:00,"Wednesday, Mar 30, 2022","Thursday, Mar 31, 2022",2022-03-30 21:00:00,2022-03-31 06:48:00,09:48:00,00:35:00,00:00:00,1,09:13:00,07:18:34,94.0,87.2,06:54:17,05:42:53,02:02:53,02:25:18,56.6,60.7,68.7,70.7,61.0,59.7,30,46,27,32,,,,,,,,
2022-04-01T20:59:59-06:00,"Thursday, Mar 31, 2022","Friday, Apr 1, 2022",2022-03-31 22:15:00,2022-04-01 06:41:00,13:43:00,05:16:00,00:00:00,2,08:27:00,07:27:34,84.8,86.9,06:04:36,05:50:37,01:47:32,02:20:31,57.7,60.4,66.0,69.9,56.0,59.3,,,36,33,,,,,,,,
2022-04-02T20:59:59-06:00,"Friday, Apr 1, 2022","Saturday, Apr 2, 2022",2022-04-01 21:00:00,2022-04-02 06:34:00,09:34:00,01:26:00,00:00:00,1,08:08:00,07:47:00,85.0,89.9,05:54:51,05:58:47,00:45:45,02:07:16,61.1,60.2,68.9,69.8,59.0,59.6,51,46,21,31,,,,,,,,
2022-04-03T20:59:59-06:00,"Saturday, Apr 2, 2022","Sunday, Apr 3, 2022",2022-04-02 22:15:00,2022-04-03 06:15:00,08:32:00,00:08:00,00:00:00,2,08:24:00,08:21:17,98.3,90.5,06:31:09,06:25:11,02:32:15,02:15:54,56.1,58.3,71.7,68.9,56.0,56.9,,,36,32,,,,,,,,
2022-04-04T20:59:59-06:00,"Sunday, Apr 3, 2022","Monday, Apr 4, 2022",2022-04-03 21:54:00,2022-04-04 10:32:00,13:46:00,05:42:00,00:00:00,2,08:04:00,08:14:42,54.9,85.2,04:55:58,06:02:38,,,83.1,61.6,85.0,71.0,86.0,61.0,12,41,24,31,,,,,,,,
2022-04-05T20:59:59-06:00,"Monday, Apr 4, 2022","Tuesday, Apr 5, 2022",2022-04-04 21:00:00,2022-04-05 05:45:00,08:45:00,01:54:00,00:00:00,1,06:51:00,08:06:25,78.3,83.6,05:16:56,05:56:28,02:47:27,02:06:25,71.7,63.0,75.5,71.7,69.0,62.9,,,32,31,,,,,,,,
2022-04-06T20:59:59-06:00,"Tuesday, Apr 5, 2022","Wednesday, Apr 6, 2022",2022-04-05 21:00:00,2022-04-06 06:01:00,09:01:00,01:21:00,00:00:00,1,07:40:00,08:06:42,85.0,82.9,05:27:30,05:52:11,,,73.6,65.7,74.0,72.8,76.0,66.1,,,27,29,,,,,,,,
2022-04-07T20:59:59-06:00,"Wednesday, Apr 6, 2022","Thursday, Apr 7, 2022",2022-04-06 21:00:00,2022-04-07 06:00:00,09:00:00,01:29:00,00:00:00,1,07:31:00,07:52:08,83.5,81.4,05:33:50,05:40:41,01:17:46,02:02:24,61.8,66.4,69.3,72.9,61.0,66.1,,,55,33,,,,,,,,
2022-04-08T20:59:59-06:00,"Thursday, Apr 7, 2022","Friday, Apr 8, 2022",2022-04-07 21:00:00,2022-04-08 06:28:00,09:28:00,00:57:00,00:00:00,1,08:31:00,07:52:42,90.0,82.1,05:51:21,05:38:48,01:48:24,01:51:43,60.8,66.9,67.5,73.1,62.0,67.0,,,36,33,,,,,,,,
2022-04-09T20:59:59-06:00,"Friday, Apr 8, 2022","Saturday, Apr 9, 2022",2022-04-08 21:33:00,2022-04-09 07:45:00,10:12:00,01:01:00,00:00:00,1,09:11:00,08:01:42,90.0,82.9,07:04:33,05:48:45,03:13:36,02:01:49,56.7,66.3,66.1,72.7,53.0,66.1,42,41,59,38,,,,,,,,
2022-04-10T20:59:59-06:00,"Saturday, Apr 9, 2022","Sunday, Apr 10, 2022",2022-04-09 23:00:00,2022-04-10 07:28:00,08:28:00,00:32:00,00:00:00,1,07:56:00,07:57:42,93.7,82.2,06:11:05,05:45:53,01:16:46,01:57:25,53.7,65.9,64.8,71.7,55.0,66.0,22,39,31,38,,,,,,,,
2022-04-11T20:59:59-06:00,"Sunday, Apr 10, 2022","Monday, Apr 11, 2022",2022-04-10 21:01:00,2022-04-11 07:04:00,10:03:00,01:00:00,00:00:00,1,09:03:00,08:06:08,90.0,87.2,07:18:02,06:06:11,03:31:10,02:21:03,54.8,61.9,63.3,68.7,55.0,61.6,52,38,47,41,,,,,,,,
2022-04-12T20:59:59-06:00,"Monday, Apr 11, 2022","Tuesday, Apr 12, 2022",2022-04-11 22:41:00,2022-04-12 05:46:00,07:33:00,00:15:00,00:00:00,2,07:18:00,08:10:00,96.5,89.8,06:05:13,06:13:05,03:02:13,02:25:20,53.7,59.3,64.6,67.1,55.0,59.6,,,42,42,,,,,,,,
2022-04-13T20:59:59-06:00,"Tuesday, Apr 12, 2022","Wednesday, Apr 13, 2022",2022-04-12 21:02:00,2022-04-13 06:50:00,09:48:00,01:08:00,00:00:00,1,08:40:00,08:18:34,88.4,90.3,06:11:42,06:19:24,01:31:46,02:14:31,53.9,56.5,68.8,66.4,53.0,56.3,,,31,43,,,,,,,,
2022-04-14T20:59:59-06:00,"Wednesday, Apr 13, 2022","Thursday, Apr 14, 2022",2022-04-13 21:00:00,2022-04-14 07:01:00,10:42:00,01:55:00,00:00:00,2,08:47:00,08:29:25,80.9,89.9,06:59:13,06:31:36,02:15:10,02:22:43,61.4,56.4,71.1,66.6,56.0,55.6,,,31,40,,,,,,,,
2022-04-15T20:59:59-06:00,"Thursday, Apr 14, 2022","Friday, Apr 15, 2022",2022-04-14 22:45:00,2022-04-15 06:31:00,07:46:00,00:06:00,00:00:00,1,07:40:00,08:22:08,98.7,91.2,06:04:48,06:33:31,02:18:00,02:26:57,57.3,55.9,69.8,66.9,57.0,54.9,,,31,39,,,,,,,,
2022-04-16T20:59:59-06:00,"Friday, Apr 15, 2022","Saturday, Apr 16, 2022",2022-04-15 21:15:00,2022-04-16 07:26:00,10:11:00,01:15:00,00:00:00,1,08:56:00,08:20:00,87.7,90.9,07:01:43,06:33:07,03:49:43,02:32:06,59.0,56.2,67.3,67.1,55.0,55.1,,,29,35,,,,,,,,
2022-04-17T20:59:59-06:00,"Saturday, Apr 16, 2022","Sunday, Apr 17, 2022",2022-04-16 23:00:00,2022-04-17 06:00:00,08:12:00,00:16:00,00:00:00,2,07:56:00,08:20:00,96.2,91.2,05:45:33,06:29:28,01:44:44,02:36:06,59.5,57.1,66.0,67.3,57.0,55.4,,,30,34,,,,,,,,
2022-04-18T20:59:59-06:00,"Sunday, Apr 17, 2022","Monday, Apr 18, 2022",2022-04-17 21:45:00,2022-04-18 07:27:00,09:42:00,01:48:00,00:00:00,1,07:54:00,08:10:08,81.4,90.0,05:53:36,06:17:24,01:47:02,02:21:14,58.4,57.6,67.7,67.9,57.0,55.7,49,37,39,33,,,,,,,,
2022-04-19T20:59:59-06:00,"Monday, Apr 18, 2022","Tuesday, Apr 19, 2022",2022-04-18 23:30:00,2022-04-19 06:04:00,06:34:00,00:00:00,00:00:00,1,06:34:00,08:03:51,100.0,90.5,05:34:36,06:13:02,03:32:09,02:25:30,55.2,57.8,72.7,69.1,55.0,55.7,,,38,33,,,,,,,,
2022-04-20T20:59:59-06:00,"Tuesday, Apr 19, 2022","Wednesday, Apr 20, 2022",2022-04-19 22:01:00,2022-04-20 06:40:00,08:39:00,01:24:00,00:00:00,1,07:15:00,07:51:42,83.8,89.8,05:36:40,06:08:01,01:17:41,02:23:29,57.5,58.3,66.0,68.7,55.0,56.0,,,42,34,,,,,,,,
2022-04-21T20:59:59-06:00,"Wednesday, Apr 20, 2022","Thursday, Apr 21, 2022",2022-04-20 21:40:00,2022-04-21 07:00:00,09:20:00,00:55:00,00:00:00,1,08:25:00,07:48:34,90.2,91.2,07:15:41,06:10:22,02:28:32,02:25:24,57.0,57.7,69.6,68.5,55.0,55.9,,,27,34,,,,,,,,
2022-04-22T20:59:59-06:00,"Thursday, Apr 21, 2022","Friday, Apr 22, 2022",2022-04-21 21:14:00,2022-04-22 06:45:00,09:31:00,01:27:00,00:00:00,1,08:04:00,07:52:00,84.8,89.2,06:49:55,06:16:49,03:31:45,02:35:56,56.2,57.6,75.4,69.3,54.0,55.4,,,37,34,,,,,,,,
2022-04-23T20:59:59-06:00,"Friday, Apr 22, 2022","Saturday, Apr 23, 2022",2022-04-23 00:38:00,2022-04-23 07:27:00,08:16:00,00:42:00,00:00:00,2,07:34:00,07:40:17,93.9,90.0,05:32:55,06:04:08,,,70.6,59.2,71.3,69.8,74.0,58.1,,,22,33,,,,,,,,
2022-04-24T20:59:59-06:00,"Saturday, Apr 23, 2022","Sunday, Apr 24, 2022",2022-04-23 21:47:00,2022-04-24 06:30:00,08:43:00,00:11:00,00:00:00,1,08:32:00,07:45:25,97.9,90.3,06:57:24,06:14:24,03:45:53,02:35:23,57.5,58.9,70.1,70.4,56.0,58.0,,,33,34,,,,,,,,
2022-04-25T20:59:59-06:00,"Sunday, Apr 24, 2022","Monday, Apr 25, 2022",2022-04-24 22:30:00,2022-04-25 07:11:00,08:41:00,00:32:00,00:00:00,1,08:09:00,07:47:34,93.9,92.1,06:14:24,06:17:22,03:25:04,02:49:43,55.8,58.6,66.2,70.2,54.0,57.6,,,47,35,,,,,,,,
2022-04-26T20:59:59-06:00,"Monday, Apr 25, 2022","Tuesday, Apr 26, 2022",2022-04-25 21:43:00,2022-04-26 06:59:00,09:16:00,00:04:00,00:00:00,1,09:12:00,08:10:08,99.3,92.0,07:30:43,06:33:57,03:25:02,03:03:43,52.7,58.2,66.4,69.3,54.0,57.4,,,60,38,,,,,,,,
2022-04-27T20:59:59-06:00,"Tuesday, Apr 26, 2022","Wednesday, Apr 27, 2022",2022-04-26 21:20:00,2022-04-27 06:34:00,10:01:00,00:46:00,00:00:00,2,09:15:00,08:27:17,91.7,93.1,07:43:20,06:52:03,03:20:07,03:02:00,54.8,57.8,71.7,70.1,55.0,57.4,,,35,37,,,,,,,,
2022-04-28T20:59:59-06:00,"Wednesday, Apr 27, 2022","Thursday, Apr 28, 2022",2022-04-27 23:16:00,2022-04-28 07:30:00,08:14:00,01:56:00,00:00:00,1,06:18:00,08:09:08,76.5,91.1,05:04:01,06:33:15,02:46:19,03:14:40,61.8,58.5,72.9,70.6,68.0,59.3,24,36,30,38,,,,,,,,
2022-04-29T20:59:59-06:00,"Thursday, Apr 28, 2022","Friday, Apr 29, 2022",2022-04-28 22:09:00,2022-04-29 06:04:00,07:55:00,00:41:00,00:00:00,1,07:14:00,08:02:00,91.4,92.1,06:50:26,06:33:19,04:01:07,03:27:53,59.4,58.9,71.0,69.9,53.0,59.1,,,26,36,,,,,,,,
2022-04-30T20:59:59-06:00,"Friday, Apr 29, 2022","Saturday, Apr 30, 2022",2022-04-29 22:34:00,2022-04-30 06:37:00,08:03:00,01:10:00,00:00:00,1,06:53:00,07:56:08,85.5,90.9,04:34:30,06:24:58,01:13:45,03:08:11,61.7,57.7,66.4,69.2,56.0,56.6,,,25,37,,,,,,,,
2022-05-01T20:59:59-06:00,"Saturday, Apr 30, 2022","Sunday, May 1, 2022",2022-04-30 22:32:00,2022-05-01 07:03:00,08:31:00,00:11:00,00:00:00,1,08:20:00,07:54:25,97.8,90.9,07:00:14,06:25:23,02:16:22,02:55:23,58.7,57.9,74.1,69.8,59.0,57.0,,,19,35,,,,,,,,
2022-05-02T20:59:59-06:00,"Sunday, May 1, 2022","Monday, May 2, 2022",2022-05-01 21:18:00,2022-05-02 05:52:00,08:34:00,00:00:00,00:00:00,1,08:34:00,07:58:00,100.0,91.7,06:29:57,06:27:36,01:45:49,02:41:13,64.1,59.0,78.1,71.5,59.0,57.7,,,22,31,,,,,,,,
2022-05-03T20:59:59-06:00,"Monday, May 2, 2022","Tuesday, May 3, 2022",2022-05-02 22:01:00,2022-05-03 04:44:00,06:43:00,00:11:00,00:00:00,1,06:32:00,07:35:08,97.3,91.5,04:48:20,06:04:24,01:45:32,02:27:00,67.5,61.2,70.3,72.1,61.0,58.7,25,32,24,26,,,,,,,,
2022-05-04T20:59:59-06:00,"Tuesday, May 3, 2022","Wednesday, May 4, 2022",2022-05-03 22:37:00,2022-05-04 05:56:00,07:19:00,00:16:00,00:00:00,1,07:03:00,07:16:17,96.4,92.1,05:29:48,05:45:19,01:27:31,02:10:55,59.1,61.8,68.0,71.5,59.0,59.3,22,34,33,26,,,,,,,,
2022-05-05T20:59:59-06:00,"Wednesday, May 4, 2022","Thursday, May 5, 2022",2022-05-04 22:00:00,2022-05-05 06:43:00,08:43:00,00:34:00,00:00:00,1,08:09:00,07:32:08,93.5,94.5,06:22:22,05:56:31,02:28:11,02:08:19,58.1,61.2,71.4,71.3,60.0,58.1,49,35,33,26,,,,,,,,
2022-05-06T20:59:59-06:00,"Thursday, May 5, 2022","Friday, May 6, 2022",2022-05-05 21:45:00,2022-05-06 05:50:00,08:42:00,01:24:00,00:00:00,2,07:18:00,07:32:42,82.7,93.3,05:01:06,05:40:54,,,68.0,62.5,68.8,71.0,67.0,60.1,,,17,25,,,,,,,,
2022-05-07T20:59:59-06:00,"Friday, May 6, 2022","Saturday, May 7, 2022",2022-05-06 21:00:00,2022-05-07 06:03:00,09:03:00,00:23:00,00:00:00,1,08:40:00,07:48:00,95.8,94.8,07:41:13,06:07:34,03:40:36,02:05:23,59.2,62.1,68.5,71.3,54.0,59.9,25,35,29,25,,,,,,,,
2022-05-08T20:59:59-06:00,"Saturday, May 7, 2022","Sunday, May 8, 2022",2022-05-07 21:28:00,2022-05-08 06:31:00,09:03:00,00:05:00,00:00:00,1,08:58:00,07:53:25,99.1,94.9,07:25:09,06:11:08,03:19:50,02:23:24,58.2,62.0,67.7,70.4,55.0,59.3,30,32,22,26,,,,,,,,
2022-05-09T20:59:59-06:00,"Sunday, May 8, 2022","Monday, May 9, 2022",2022-05-08 21:17:00,2022-05-09 06:50:00,09:33:00,01:11:00,00:00:00,1,08:22:00,07:51:42,87.6,93.2,06:07:55,06:07:59,02:16:55,02:23:29,58.9,61.3,66.1,68.7,62.0,59.7,33,30,47,29,,,,,,,,
2022-05-10T20:59:59-06:00,"Monday, May 9, 2022","Tuesday, May 10, 2022",2022-05-09 21:16:00,2022-05-10 07:01:00,09:45:00,01:14:00,00:00:00,1,08:31:00,08:08:42,87.4,91.8,07:09:18,06:28:07,03:30:25,02:38:25,55.7,59.6,70.1,68.7,55.0,58.9,51,34,43,32,,,,,,,,
2022-05-11T20:59:59-06:00,"Tuesday, May 10, 2022","Wednesday, May 11, 2022",2022-05-10 21:15:00,2022-05-11 06:53:00,09:38:00,01:46:00,00:00:00,1,07:52:00,08:15:42,81.7,89.7,06:22:42,06:35:41,03:33:10,02:53:48,56.8,59.3,68.5,68.7,57.0,58.6,,,56,35,,,,,,,,
2022-05-12T20:59:59-06:00,"Wednesday, May 11, 2022","Thursday, May 12, 2022",2022-05-11 22:16:00,2022-05-12 06:56:00,08:40:00,00:39:00,00:00:00,1,08:01:00,08:14:34,92.5,89.5,06:05:57,06:33:20,03:00:22,03:07:04,57.5,59.2,70.2,68.6,57.0,58.1,,,74,41,,,,,,,,
2022-05-13T20:59:59-06:00,"Thursday, May 12, 2022","Friday, May 13, 2022",2022-05-12 21:26:00,2022-05-13 06:32:00,09:06:00,00:35:00,00:00:00,1,08:31:00,08:25:00,93.6,91.1,06:59:22,06:50:14,04:07:45,03:21:17,59.0,57.9,75.6,69.5,57.0,56.7,33,35,35,44,,,,,,,,
2022-05-14T20:59:59-06:00,"Friday, May 13, 2022","Saturday, May 14, 2022",2022-05-13 23:45:00,2022-05-14 06:00:00,06:15:00,00:54:00,00:00:00,1,05:21:00,07:56:34,85.6,89.6,04:11:57,06:20:20,01:47:00,03:05:03,55.8,57.4,67.7,69.4,52.0,56.4,,,25,43,,,,,,,,
2022-05-15T20:59:59-06:00,"Saturday, May 14, 2022","Sunday, May 15, 2022",2022-05-14 22:28:00,2022-05-15 06:50:00,08:22:00,01:12:00,00:00:00,1,07:10:00,07:41:08,85.7,87.7,05:29:39,06:03:50,00:30:43,02:40:54,65.7,58.5,79.8,71.1,59.0,57.0,,,23,43,,,,,,,,
2022-05-16T20:59:59-06:00,"Sunday, May 15, 2022","Monday, May 16, 2022",2022-05-15 21:00:00,2022-05-16 07:21:00,10:21:00,01:18:00,00:00:00,1,09:03:00,07:47:00,87.4,87.7,07:07:58,06:12:25,03:21:41,02:50:09,56.7,58.2,75.2,72.4,59.0,56.6,,,41,42,,,,,,,,
2022-05-17T20:59:59-06:00,"Monday, May 16, 2022","Tuesday, May 17, 2022",2022-05-16 22:15:00,2022-05-17 06:59:00,08:44:00,00:01:00,00:00:00,1,08:43:00,07:48:42,99.8,89.5,07:33:50,06:15:55,04:21:30,02:57:27,56.2,58.2,73.6,72.9,60.0,57.3,,,48,43,,,,,,,,
2022-05-18T20:59:59-06:00,"Tuesday, May 17, 2022","Wednesday, May 18, 2022",2022-05-17 22:45:00,2022-05-18 07:01:00,08:16:00,01:18:00,00:00:00,1,06:58:00,07:41:00,84.3,89.8,05:19:29,06:06:53,01:32:53,02:40:16,62.0,59.0,70.7,73.3,51.0,56.4,,,29,39,,,,,,,,
2022-05-19T20:59:59-06:00,"Wednesday, May 18, 2022","Thursday, May 19, 2022",2022-05-18 23:00:00,2022-05-19 06:49:00,07:49:00,01:18:00,00:00:00,1,06:31:00,07:28:08,83.4,88.5,05:09:27,05:58:49,02:20:46,02:34:36,58.8,59.2,74.2,73.8,60.0,56.9,,,47,35,,,,,,,,
2022-05-20T20:59:59-06:00,"Thursday, May 19, 2022","Friday, May 20, 2022",2022-05-19 21:45:00,2022-05-20 06:12:00,08:27:00,00:31:00,00:00:00,1,07:56:00,07:23:08,93.9,88.6,05:56:32,05:49:50,02:18:12,02:18:57,58.4,59.1,69.1,72.9,56.0,56.7,,,38,36,,,,,,,,
2022-05-21T20:59:59-06:00,"Friday, May 20, 2022","Saturday, May 21, 2022",2022-05-21 00:10:00,2022-05-21 14:30:00,14:20:00,05:54:00,00:00:00,1,08:26:00,07:49:34,58.8,84.8,06:48:48,06:12:15,00:15:20,02:05:52,69.0,61.0,73.6,73.8,62.0,58.1,,,26,36,,,,,,,,
2022-05-22T20:59:59-06:00,"Saturday, May 21, 2022","Sunday, May 22, 2022",2022-05-21 22:11:00,2022-05-22 07:16:00,09:55:00,01:24:00,00:00:00,2,08:31:00,08:01:08,84.6,84.6,05:44:12,06:14:19,02:58:27,02:26:58,60.2,60.2,72.8,72.8,60.0,58.3,,,37,38,,,,,,,,
2022-05-23T20:59:59-06:00,"Sunday, May 22, 2022","Monday, May 23, 2022",2022-05-22 21:31:00,2022-05-23 06:51:00,09:20:00,00:51:00,00:00:00,1,08:29:00,07:56:17,90.9,85.1,07:08:18,06:14:22,03:05:05,02:24:36,56.0,60.1,64.9,71.3,54.0,57.6,,,40,38,,,,,,,,
