ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,tags,notes
2022-05-24T20:59:59-06:00,"Monday, May 23, 2022","Tuesday, May 24, 2022",2022-05-23 23:15:00,2022-05-24 07:00:00,07:45:00,00:32:00,00:00:00,1,07:13:00,07:43:25,93.1,84.1,04:59:45,05:52:22,00:14:56,01:49:22,59.9,60.6,71.5,71.0,62.0,57.9,32,36,27,35,,,,,,,,
2022-05-25T20:59:59-06:00,"Tuesday, May 24, 2022","Wednesday, May 25, 2022",2022-05-24 23:14:00,2022-05-25 06:14:00,07:00:00,00:26:00,00:00:00,1,06:34:00,07:40:00,93.8,85.5,05:12:57,05:51:26,00:15:46,01:38:21,69.5,61.7,74.2,71.5,66.0,60.0,41,35,24,34,,,,,,,,
2022-05-26T20:59:59-06:00,"Wednesday, May 25, 2022","Thursday, May 26, 2022",2022-05-25 21:00:00,2022-05-26 06:38:00,09:38:00,01:44:00,00:00:00,1,07:54:00,07:51:51,82.0,85.3,06:40:42,06:04:28,01:58:30,01:35:10,63.0,62.3,72.1,71.2,61.0,60.1,34,36,26,31,,,,,,,,
2022-05-27T20:59:59-06:00,"Thursday, May 26, 2022","Friday, May 27, 2022",2022-05-27 01:30:00,2022-05-27 06:45:00,05:15:00,00:47:00,00:00:00,1,04:28:00,07:22:08,85.1,84.0,03:10:59,05:40:49,,,74.8,64.6,77.3,72.4,72.3,62.5,21,35,25,29,,,,,,,,
2022-05-28T20:59:59-06:00,"Friday, May 27, 2022","Saturday, May 28, 2022",2022-05-27 22:17:00,2022-05-28 03:30:00,05:13:00,00:32:00,00:00:00,1,04:41:00,06:50:00,89.8,88.5,04:00:37,05:16:47,02:34:33,01:37:31,56.0,62.8,68.3,71.6,53.0,61.2,26,34,54,33,,,,,,,,
2022-05-29T20:59:59-06:00,"Saturday, May 28, 2022","Sunday, May 29, 2022",2022-05-28 21:48:00,2022-05-29 07:33:00,09:45:00,00:59:00,00:00:00,1,08:46:00,06:52:08,89.9,89.2,06:14:12,05:21:04,01:17:21,01:46:22,57.5,62.4,64.9,70.5,56.0,60.6,56,35,42,34,,,,,,,,
2022-05-30T20:59:59-06:00,"Sunday, May 29, 2022","Monday, May 30, 2022",2022-05-29 22:31:00,2022-05-30 07:01:00,08:30:00,00:42:00,00:00:00,1,07:48:00,06:46:17,91.8,89.4,06:09:56,05:12:44,02:30:58,01:42:27,57.0,62.5,65.7,70.6,53.0,60.5,,,41,34,,,,,,,,
2022-05-31T20:59:59-06:00,"Monday, May 30, 2022","Tuesday, May 31, 2022",2022-05-30 22:15:00,2022-05-31 06:48:00,08:33:00,00:19:00,00:00:00,1,08:14:00,06:55:00,96.3,89.8,06:56:47,05:29:27,03:20:41,01:44:40,58.3,62.3,72.2,70.7,60.0,60.2,,,41,36,,,,,,,,
2022-06-01T20:59:59-06:00,"Tuesday, May 31, 2022","Wednesday, Jun 1, 2022",2022-05-31 22:24:00,2022-06-01 03:30:00,05:06:00,00:57:00,00:00:00,1,04:09:00,06:34:17,81.4,88.0,02:43:58,05:08:10,00:55:20,01:50:27,58.2,60.7,72.0,70.4,55.0,58.6,58,38,31,37,,,,,,,,
2022-06-02T20:59:59-06:00,"Wednesday, Jun 1, 2022","Thursday, Jun 2, 2022",2022-06-01 22:00:00,2022-06-02 06:04:00,08:04:00,01:20:00,00:00:00,1,06:44:00,06:24:17,83.5,88.2,05:05:31,04:54:34,02:04:18,02:05:57,56.4,59.8,71.1,70.2,54.0,57.6,,,29,37,,,,,,,,
2022-06-03T20:59:59-06:00,"Thursday, Jun 2, 2022","Friday, Jun 3, 2022",2022-06-02 22:45:00,2022-06-03 06:23:00,07:38:00,00:20:00,00:00:00,1,07:18:00,06:48:34,95.6,89.7,05:21:04,05:13:09,01:33:51,02:02:26,53.7,56.7,68.5,69.0,53.0,54.9,,,42,40,,,,,,,,
2022-06-04T20:59:59-06:00,"Friday, Jun 3, 2022","Saturday, Jun 4, 2022",2022-06-03 22:51:00,2022-06-04 06:30:00,07:39:00,00:54:00,00:00:00,1,06:45:00,07:06:17,88.2,89.5,05:20:38,05:24:35,01:33:28,01:53:42,57.6,57.0,73.3,69.7,57.0,55.4,51,41,33,37,,,,,,,,
2022-06-05T20:59:59-06:00,"Saturday, Jun 4, 2022","Sunday, Jun 5, 2022",2022-06-04 22:47:00,2022-06-05 11:56:00,17:41:00,08:15:00,00:00:00,2,09:26:00,07:12:00,62.2,85.6,06:13:06,05:24:25,00:31:41,01:47:11,69.9,58.7,67.8,70.1,59.0,55.9,23,38,22,34,,,,,,,,
2022-06-06T20:59:59-06:00,"Sunday, Jun 5, 2022","Monday, Jun 6, 2022",2022-06-05 21:00:00,2022-06-06 06:13:00,09:13:00,01:20:00,00:00:00,1,07:53:00,07:12:42,85.5,84.7,06:23:19,05:26:20,03:48:52,01:58:18,55.8,58.6,69.2,70.6,59.0,56.7,,,44,34,,,,,,,,
2022-06-07T20:59:59-06:00,"Monday, Jun 6, 2022","Tuesday, Jun 7, 2022",2022-06-06 21:02:00,2022-06-07 06:25:00,09:23:00,01:16:00,00:00:00,1,08:07:00,07:11:42,86.5,83.3,06:17:11,05:20:41,02:01:45,01:47:02,59.3,58.7,72.6,70.6,56.0,56.1,,,25,32,,,,,,,,
2022-06-08T20:59:59-06:00,"Tuesday, Jun 7, 2022","Wednesday, Jun 8, 2022",2022-06-07 22:27:00,2022-06-08 06:30:00,08:03:00,01:32:00,00:00:00,1,06:31:00,07:32:00,81.0,83.2,05:23:57,05:43:32,02:36:24,02:01:28,58.1,58.7,70.9,70.5,60.0,56.9,,,37,33,,,,,,,,
2022-06-09T20:59:59-06:00,"Wednesday, Jun 8, 2022","Thursday, Jun 9, 2022",2022-06-08 23:00:00,2022-06-09 09:21:00,10:21:00,02:32:00,00:00:00,1,07:49:00,07:41:17,75.5,82.1,06:08:00,05:52:28,01:18:10,01:54:53,57.9,58.9,75.6,71.1,46.0,55.7,25,37,39,34,,,,,,,,
2022-06-10T20:59:59-06:00,"Thursday, Jun 9, 2022","Friday, Jun 10, 2022",2022-06-09 21:08:00,2022-06-10 06:31:00,09:23:00,00:43:00,00:00:00,1,08:40:00,07:53:00,92.4,81.6,06:53:11,06:05:37,03:03:32,02:07:41,58.8,59.6,69.7,71.3,61.0,56.9,,,43,35,,,,,,,,
2022-06-11T20:59:59-06:00,"Friday, Jun 10, 2022","Saturday, Jun 11, 2022",2022-06-11 00:16:00,2022-06-11 05:50:00,05:34:00,00:42:00,00:00:00,1,04:52:00,07:36:51,87.4,81.5,03:50:49,05:52:47,,,69.7,61.3,76.9,71.8,62.0,57.6,,,31,34,,,,,,,,
2022-06-12T20:59:59-06:00,"Saturday, Jun 11, 2022","Sunday, Jun 12, 2022",2022-06-11 21:30:00,2022-06-12 04:55:00,07:25:00,00:00:00,00:00:00,1,07:25:00,07:19:34,100.0,86.9,06:03:27,05:51:25,01:47:25,02:09:41,55.6,59.3,73.3,72.6,54.0,56.9,,,37,36,,,,,,,,
2022-06-13T20:59:59-06:00,"Sunday, Jun 12, 2022","Monday, Jun 13, 2022",2022-06-12 21:47:00,2022-06-13 06:01:00,08:44:00,00:00:00,00:00:00,2,08:44:00,07:26:51,100.0,89.0,06:36:02,05:53:14,02:29:42,02:26:32,60.1,59.9,66.5,72.2,56.0,56.4,,,32,35,,,,,,,,
2022-06-14T20:59:59-06:00,"Monday, Jun 13, 2022","Tuesday, Jun 14, 2022",2022-06-13 21:30:00,2022-06-14 06:59:00,09:29:00,00:00:00,00:00:00,1,09:29:00,07:38:34,100.0,90.9,06:54:08,05:58:31,02:29:44,02:15:14,55.4,59.4,73.1,72.3,57.0,56.6,,,44,37,,,,,,,,
2022-06-15T20:59:59-06:00,"Tuesday, Jun 14, 2022","Wednesday, Jun 15, 2022",2022-06-14 23:14:00,2022-06-15 06:08:00,06:54:00,00:22:00,00:00:00,1,06:32:00,07:38:42,94.7,92.9,05:41:42,06:01:03,03:08:10,02:24:43,57.6,59.3,71.4,72.4,54.0,55.7,,,34,37,,,,,,,,
2022-06-16T20:59:59-06:00,"Wednesday, Jun 15, 2022","Thursday, Jun 16, 2022",2022-06-16 01:15:00,2022-06-16 06:44:00,05:29:00,00:15:00,00:00:00,1,05:14:00,07:16:34,95.4,95.7,03:46:10,05:40:47,,,70.2,61.1,75.3,72.3,66.0,58.6,,,21,35,,,,,,,,
2022-06-17T20:59:59-06:00,"Thursday, Jun 16, 2022","Friday, Jun 17, 2022",2022-06-16 21:48:00,2022-06-17 07:00:00,09:12:00,00:57:00,00:00:00,1,08:15:00,07:13:00,89.7,95.3,06:28:39,05:37:17,01:48:17,02:17:51,61.3,61.4,73.2,72.8,49.0,56.9,65,44,32,33,,,,,,,,
2022-06-18T20:59:59-06:00,"Friday, Jun 17, 2022","Saturday, Jun 18, 2022",2022-06-17 23:01:00,2022-06-18 06:57:00,07:56:00,00:09:00,00:00:00,1,07:47:00,07:38:00,98.1,96.8,06:35:51,06:00:51,04:09:04,02:42:16,59.7,60.0,70.6,71.9,59.0,56.4,48,47,41,34,,,,,,,,
2022-06-19T20:59:59-06:00,"Saturday, Jun 18, 2022","Sunday, Jun 19, 2022",2022-06-19 01:06:00,2022-06-19 02:33:00,01:27:00,00:00:00,00:00:00,1,01:27:00,06:46:51,100.0,96.8,01:07:17,05:18:33,,,70.3,62.1,83.2,73.3,68.0,58.4,23,42,27,33,,,,,,,,
2022-06-20T20:59:59-06:00,"Sunday, Jun 19, 2022","Monday, Jun 20, 2022",2022-06-19 21:59:00,2022-06-20 06:10:00,10:25:00,01:02:00,00:00:00,2,09:23:00,06:52:25,100.0,96.8,07:26:09,05:25:42,02:48:47,02:40:09,57.2,61.7,64.6,73.1,56.0,58.4,50,41,29,33,,,,,,,,
2022-06-21T20:59:59-06:00,"Monday, Jun 20, 2022","Tuesday, Jun 21, 2022",2022-06-20 21:16:00,2022-06-21 07:02:00,10:17:00,01:18:00,00:00:00,2,08:59:00,06:48:08,86.7,94.9,06:54:08,05:25:42,02:14:28,02:44:01,57.3,62.0,71.1,72.8,55.0,58.1,,,35,31,,,,,,,,
2022-06-22T20:59:59-06:00,"Tuesday, Jun 21, 2022","Wednesday, Jun 22, 2022",2022-06-21 22:45:00,2022-06-22 06:56:00,08:11:00,00:36:00,00:00:00,1,07:35:00,06:57:08,92.7,94.7,06:21:47,05:31:26,02:46:50,02:46:28,57.4,61.9,65.6,71.9,54.0,58.1,44,40,31,31,,,,,,,,
2022-06-23T20:59:59-06:00,"Wednesday, Jun 22, 2022","Thursday, Jun 23, 2022",2022-06-23 01:20:00,2022-06-23 06:55:00,05:35:00,00:04:00,00:00:00,1,05:31:00,06:59:34,98.8,95.1,04:13:43,05:35:22,,,67.7,61.6,74.8,71.9,71.0,58.9,15,39,39,33,,,,,,,,
2022-06-24T20:59:59-06:00,"Thursday, Jun 23, 2022","Friday, Jun 24, 2022",2022-06-23 21:47:00,2022-06-24 07:03:00,09:16:00,00:34:00,00:00:00,1,08:42:00,07:03:25,93.9,95.7,07:02:41,05:40:14,03:34:56,02:55:47,56.9,60.9,63.3,70.5,58.0,60.1,40,41,43,35,,,,,,,,
2022-06-25T20:59:59-06:00,"Friday, Jun 24, 2022","Saturday, Jun 25, 2022",2022-06-24 22:45:00,2022-06-25 08:19:00,09:34:00,01:36:00,00:00:00,1,07:58:00,07:05:00,83.3,93.6,06:14:15,05:37:09,01:47:56,02:44:19,54.5,60.2,71.3,70.6,61.0,60.4,,,40,35,,,,,,,,
2022-06-26T20:59:59-06:00,"Saturday, Jun 25, 2022","Sunday, Jun 26, 2022",2022-06-25 22:30:00,2022-06-26 07:02:00,09:00:00,00:56:00,00:00:00,2,08:04:00,08:01:42,89.1,92.1,05:56:06,06:18:24,01:16:00,02:39:43,64.4,59.4,71.3,68.9,60.0,59.3,35,36,37,36,,,,,,,,
2022-06-27T20:59:59-06:00,"Sunday, Jun 26, 2022","Monday, Jun 27, 2022",2022-06-26 21:45:00,2022-06-27 03:30:00,05:45:00,00:11:00,00:00:00,1,05:34:00,07:29:00,96.8,91.6,04:24:17,05:52:25,01:46:16,02:19:19,59.3,59.7,70.6,69.7,50.0,58.4,32,34,25,36,,,,,,,,
2022-06-28T20:59:59-06:00,"Monday, Jun 27, 2022","Tuesday, Jun 28, 2022",2022-06-27 22:45:00,2022-06-28 06:59:00,08:14:00,00:03:00,00:00:00,1,08:11:00,07:22:08,99.4,93.4,06:37:52,05:50:06,03:04:08,02:21:30,59.1,59.9,73.4,70.0,59.0,59.0,26,34,32,35,,,,,,,,
2022-06-29T20:59:59-06:00,"Tuesday, Jun 28, 2022","Wednesday, Jun 29, 2022",2022-06-28 21:51:00,2022-06-29 06:46:00,09:26:00,01:19:00,00:00:00,2,08:07:00,07:26:42,85.2,92.4,05:04:39,05:39:05,01:16:00,02:13:09,67.2,61.3,73.8,71.2,70.0,61.3,,,27,35,,,,,,,,
2022-06-30T20:59:59-06:00,"Wednesday, Jun 29, 2022","Thursday, Jun 30, 2022",2022-06-29 22:44:00,2022-06-30 05:59:00,08:30:00,00:21:00,00:00:00,2,08:09:00,07:49:17,95.2,91.8,05:43:32,05:51:54,01:25:16,02:01:30,67.4,61.3,73.1,71.0,63.0,60.1,,,19,32,,,,,,,,
2022-07-01T20:59:59-06:00,"Thursday, Jun 30, 2022","Friday, Jul 1, 2022",2022-06-30 22:44:00,2022-07-01 07:01:00,11:11:00,01:18:00,00:00:00,3,09:53:00,07:59:25,90.5,91.4,07:20:35,05:54:28,02:00:00,01:47:56,63.0,62.1,71.5,72.1,56.0,59.9,33,32,21,29,,,,,,,,
2022-07-02T20:59:59-06:00,"Friday, Jul 1, 2022","Saturday, Jul 2, 2022",2022-07-01 22:45:00,2022-07-02 03:45:00,05:33:00,00:00:00,00:00:00,2,05:33:00,07:38:42,100.0,93.7,04:02:00,05:35:34,01:30:00,01:45:22,53.9,62.0,63.8,71.1,55.0,59.0,41,32,27,27,,,,,,,,
2022-07-03T20:59:59-06:00,"Saturday, Jul 2, 2022","Sunday, Jul 3, 2022",2022-07-02 21:47:00,2022-07-03 06:48:00,09:01:00,00:41:00,00:00:00,1,08:20:00,07:41:00,92.4,94.2,06:23:28,05:39:29,03:01:49,02:00:29,52.7,60.4,64.1,70.0,56.0,58.4,40,35,34,27,,,,,,,,
2022-07-04T20:59:59-06:00,"Sunday, Jul 3, 2022","Monday, Jul 4, 2022",2022-07-03 21:43:00,2022-07-04 06:17:00,08:34:00,00:42:00,00:00:00,1,07:52:00,08:00:42,91.8,93.5,06:21:18,05:56:12,02:21:36,02:05:32,53.6,59.6,61.5,68.7,54.0,59.0,31,34,35,28,,,,,,,,
2022-07-05T20:59:59-06:00,"Monday, Jul 4, 2022","Tuesday, Jul 5, 2022",2022-07-04 22:00:00,2022-07-05 06:23:00,12:23:00,02:22:00,00:00:00,2,10:01:00,08:16:25,94.8,92.9,07:42:48,06:05:29,04:06:12,02:14:24,52.8,58.7,63.0,67.3,53.0,58.1,41,35,27,27,,,,,,,,
2022-07-06T20:59:59-06:00,"Tuesday, Jul 5, 2022","Wednesday, Jul 6, 2022",2022-07-05 22:39:00,2022-07-06 06:15:00,07:36:00,00:27:00,00:00:00,1,07:09:00,08:08:08,94.1,94.1,05:44:12,06:11:08,00:15:19,02:05:44,60.0,57.6,62.7,65.7,59.0,56.6,28,34,30,28,,,,,,,,
2022-07-07T20:59:59-06:00,"Wednesday, Jul 6, 2022","Thursday, Jul 7, 2022",2022-07-06 21:45:00,2022-07-07 07:01:00,09:16:00,00:42:00,00:00:00,1,08:34:00,08:11:42,92.4,93.7,07:20:15,06:24:57,03:31:39,02:23:47,51.7,55.4,67.6,64.9,53.0,55.1,42,36,37,30,,,,,,,,
2022-07-08T20:59:59-06:00,"Thursday, Jul 7, 2022","Friday, Jul 8, 2022",2022-07-07 22:31:00,2022-07-08 07:02:00,08:31:00,01:06:00,00:00:00,1,07:25:00,07:50:34,87.1,93.2,05:25:35,06:08:31,01:47:25,02:22:00,54.8,54.2,67.1,64.2,56.0,55.1,93,45,28,31,,,,,,,,
2022-07-09T20:59:59-06:00,"Friday, Jul 8, 2022","Saturday, Jul 9, 2022",2022-07-08 21:15:00,2022-07-09 08:16:00,11:32:00,03:24:00,00:00:00,2,08:08:00,08:12:42,69.1,88.8,06:10:36,06:26:53,03:33:16,02:39:36,54.7,54.3,63.0,64.1,54.0,55.0,,,34,32,,,,,,,,
2022-07-10T20:59:59-06:00,"Saturday, Jul 9, 2022","Sunday, Jul 10, 2022",2022-07-09 22:01:00,2022-07-10 07:47:00,09:46:00,00:30:00,00:00:00,1,09:16:00,08:20:42,94.9,89.2,07:09:27,06:33:27,03:05:20,02:40:06,51.6,54.2,65.8,64.4,53.0,54.6,,,39,33,,,,,,,,
2022-07-11T20:59:59-06:00,"Sunday, Jul 10, 2022","Monday, Jul 11, 2022",2022-07-10 22:00:00,2022-07-11 07:01:00,09:01:00,00:00:00,00:00:00,1,09:01:00,08:30:34,100.0,90.4,07:20:44,06:41:57,02:00:13,02:37:03,55.2,54.4,68.2,65.3,54.0,54.6,48,46,35,33,,,,,,,,
2022-07-12T20:59:59-06:00,"Monday, Jul 11, 2022","Tuesday, Jul 12, 2022",2022-07-11 22:44:00,2022-07-12 07:20:00,08:36:00,00:26:00,00:00:00,1,08:10:00,08:14:42,95.0,90.4,06:30:00,06:31:32,02:33:08,02:23:45,55.3,54.8,74.2,66.9,54.0,54.7,30,45,28,33,,,,,,,,
2022-07-13T20:59:59-06:00,"Tuesday, Jul 12, 2022","Wednesday, Jul 13, 2022",2022-07-12 23:31:00,2022-07-13 07:23:00,07:52:00,00:16:00,00:00:00,1,07:36:00,08:18:34,96.6,90.7,05:48:02,06:32:05,02:01:36,02:38:56,57.8,54.4,65.5,67.3,54.0,54.0,42,46,23,32,,,,,,,,
2022-07-14T20:59:59-06:00,"Wednesday, Jul 13, 2022","Thursday, Jul 14, 2022",2022-07-13 23:15:00,2022-07-14 07:00:00,07:45:00,00:00:00,00:00:00,1,07:45:00,08:11:34,100.0,91.8,05:38:32,06:17:34,02:00:00,02:25:51,54.8,54.9,78.3,68.9,50.0,53.6,42,46,30,31,,,,,,,,
2022-07-15T20:59:59-06:00,"Thursday, Jul 14, 2022","Friday, Jul 15, 2022",2022-07-14 21:46:00,2022-07-15 07:16:00,09:30:00,01:11:00,00:00:00,1,08:19:00,08:19:17,87.5,91.9,06:33:01,06:27:12,02:31:13,02:32:06,57.7,55.3,69.9,69.3,57.0,53.7,,,30,31,,,,,,,,
2022-07-16T20:59:59-06:00,"Friday, Jul 15, 2022","Saturday, Jul 16, 2022",2022-07-15 22:02:00,2022-07-16 07:09:00,09:35:00,01:21:00,00:00:00,2,08:14:00,08:20:08,85.2,94.2,06:32:49,06:30:22,02:40:41,02:24:35,57.3,55.7,69.4,70.2,54.0,53.7,,,28,30,,,,,,,,
2022-07-17T20:59:59-06:00,"Saturday, Jul 16, 2022","Sunday, Jul 17, 2022",2022-07-16 22:10:00,2022-07-17 07:07:00,08:57:00,01:00:00,00:00:00,1,07:57:00,08:08:51,88.8,93.3,06:43:58,06:26:44,03:50:48,02:31:05,55.4,56.2,65.8,70.2,55.0,54.0,,,29,29,,,,,,,,
2022-07-18T20:59:59-06:00,"Sunday, Jul 17, 2022","Monday, Jul 18, 2022",2022-07-17 21:31:00,2022-07-18 07:27:00,09:56:00,00:51:00,00:00:00,1,09:05:00,08:09:25,91.4,92.1,06:59:19,06:23:40,03:44:25,02:45:58,54.4,56.1,62.0,69.3,56.0,54.3,49,49,33,28,,,,,,,,
2022-07-19T20:59:59-06:00,"Monday, Jul 18, 2022","Tuesday, Jul 19, 2022",2022-07-18 21:48:00,2022-07-19 07:05:00,09:17:00,01:30:00,00:00:00,1,07:47:00,08:06:08,83.8,90.5,06:00:54,06:19:31,02:00:31,02:41:19,53.6,55.9,62.5,67.6,49.0,53.6,,,32,29,,,,,,,,
2022-07-20T20:59:59-06:00,"Tuesday, Jul 19, 2022","Wednesday, Jul 20, 2022",2022-07-19 22:15:00,2022-07-20 06:32:00,08:52:00,00:19:00,00:00:00,2,08:33:00,08:14:17,96.2,90.4,06:34:56,06:26:13,02:18:46,02:43:46,53.8,55.3,67.8,68.0,57.0,54.0,,,31,30,,,,,,,,
2022-07-21T20:59:59-06:00,"Wednesday, Jul 20, 2022","Thursday, Jul 21, 2022",2022-07-20 23:15:00,2022-07-21 07:14:00,07:59:00,00:38:00,00:00:00,1,07:21:00,08:10:51,92.1,89.3,05:32:52,06:25:24,02:16:52,02:46:10,54.2,55.2,68.0,66.5,52.0,54.3,,,44,32,,,,,,,,
2022-07-22T20:59:59-06:00,"Thursday, Jul 21, 2022","Friday, Jul 22, 2022",2022-07-21 22:45:00,2022-07-22 06:27:00,07:42:00,00:18:00,00:00:00,1,07:24:00,08:03:00,96.1,90.5,05:31:29,06:16:37,01:14:00,02:35:09,54.2,54.7,70.9,66.6,55.0,54.0,,,30,32,,,,,,,,
2022-07-23T20:59:59-06:00,"Friday, Jul 22, 2022","Saturday, Jul 23, 2022",2022-07-22 22:23:00,2022-07-23 05:56:00,07:33:00,00:28:00,00:00:00,1,07:05:00,07:53:08,93.8,91.8,06:01:55,06:12:12,03:24:38,02:41:25,53.5,54.2,66.1,66.2,54.0,54.0,,,42,34,,,,,,,,
2022-07-24T20:59:59-06:00,"Saturday, Jul 23, 2022","Sunday, Jul 24, 2022",2022-07-23 23:55:00,2022-07-24 06:19:00,06:24:00,00:25:00,00:00:00,1,05:59:00,07:36:17,93.5,92.4,04:52:56,05:56:20,02:04:52,02:26:17,53.9,54.0,67.7,66.4,52.0,53.6,,,49,37,,,,,,,,
2022-07-25T20:59:59-06:00,"Sunday, Jul 24, 2022","Monday, Jul 25, 2022",2022-07-24 22:44:00,2022-07-25 06:50:00,08:06:00,00:24:00,00:00:00,1,07:42:00,07:24:25,95.1,92.9,06:56:35,05:55:57,03:51:00,02:27:14,53.5,53.8,66.9,67.1,53.0,53.1,45,50,43,39,,,,,,,,
2022-07-26T20:59:59-06:00,"Monday, Jul 25, 2022","Tuesday, Jul 26, 2022",2022-07-25 22:59:00,2022-07-26 07:17:00,08:18:00,00:49:00,00:00:00,1,07:29:00,07:21:51,90.2,93.8,06:13:43,05:57:47,02:44:38,02:33:32,55.8,54.1,69.7,68.2,52.0,53.6,,,40,40,,,,,,,,
2022-07-27T20:59:59-06:00,"Tuesday, Jul 26, 2022","Wednesday, Jul 27, 2022",2022-07-26 23:47:00,2022-07-27 12:19:00,12:32:00,03:52:00,00:00:00,1,08:40:00,07:22:51,69.1,90.0,06:52:22,06:00:16,02:53:20,02:38:28,56.1,54.5,72.5,68.8,50.0,52.6,67,46,31,40,,,,,,,,
2022-07-28T20:59:59-06:00,"Wednesday, Jul 27, 2022","Thursday, Jul 28, 2022",2022-07-27 23:32:00,2022-07-28 08:16:00,08:44:00,00:37:00,00:00:00,1,08:07:00,07:29:25,92.9,90.1,06:03:15,06:04:36,01:31:19,02:31:58,57.2,54.9,71.5,69.3,55.0,53.0,,,35,38,,,,,,,,
2022-07-29T20:59:59-06:00,"Thursday, Jul 28, 2022","Friday, Jul 29, 2022",2022-07-28 23:45:00,2022-07-29 07:36:00,08:36:00,00:39:00,00:00:00,2,07:57:00,07:34:08,91.7,89.5,06:51:24,06:16:01,03:05:09,02:47:50,53.5,54.8,68.2,68.9,52.0,52.6,,,45,41,,,,,,,,
2022-07-30T20:59:59-06:00,"Friday, Jul 29, 2022","Saturday, Jul 30, 2022",2022-07-30 00:11:00,2022-07-30 08:04:00,07:53:00,00:35:00,00:00:00,1,07:18:00,07:36:00,92.6,89.3,06:23:39,06:19:08,04:10:17,02:54:22,55.0,55.0,71.2,69.7,52.0,52.3,,,39,40,,,,,,,,
2022-07-31T20:59:59-06:00,"Saturday, Jul 30, 2022","Sunday, Jul 31, 2022",2022-07-30 23:45:00,2022-07-31 06:59:00,08:15:00,00:14:00,00:00:00,2,08:01:00,07:53:25,96.8,89.8,06:03:18,06:29:11,02:51:07,03:00:58,55.4,55.2,71.3,70.2,56.0,52.9,,,33,38,,,,,,,,
2022-08-01T20:59:59-06:00,"Sunday, Jul 31, 2022","Monday, Aug 1, 2022",2022-07-31 22:46:00,2022-08-01 07:47:00,09:01:00,01:24:00,00:00:00,1,07:37:00,07:52:42,84.5,88.3,05:39:04,06:18:06,02:27:25,02:49:02,56.3,55.6,67.7,70.3,55.0,53.1,,,40,38,,,,,,,,
